Speed[r/min],Torque[Nm],Load Angle[deg],
65.6716417910448,304.477611940298,39.4096548498838,
65.6716417910448,321.393034825871,39.3271808606765,
65.6716417910448,338.308457711443,39.2624623060915,
65.6716417910448,355.223880597015,39.207828897957,
65.6716417910448,372.139303482587,39.1657878259773,
65.6716417910448,389.054726368159,39.1399225065152,
65.6716417910448,405.970149253731,39.1338163559333,
65.6716417910448,422.885572139303,39.1510527905945,
65.6716417910448,439.800995024876,39.1952152268615,
65.6716417910448,456.716417910448,39.2698870810971,
65.6716417910448,473.63184079602,39.3786517696641,
65.6716417910448,490.547263681592,39.5250927089253,
65.6716417910448,507.462686567164,39.6942608594491,
65.6716417910448,524.378109452736,39.8576892016572,
65.6716417910448,541.293532338308,40.012109543608,
65.6716417910448,558.208955223881,40.1545329195108,
65.6716417910448,575.124378109453,40.2819703635747,
